alerts,apiInfoId,apiType,destinationIP,destinationPort,hasProvidedSpecDiff,hasReconstructedSpecDiff,hostSpecName,id,method,path,requestTime,sourceIP,specDiffType,statusCode,time,query
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6167,GET,/catalogue,2023-01-19T13:07:14.448Z,192.168.157.162,,200,2023-01-19T13:07:14.479Z,tags=formal%2Csport%2Cblack%2Cformal%2Cskin%2Cgreen%2Cbrown%2Csport%2Cformal&page=1&size=100
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6166,GET,/catalogue,2023-01-19T13:07:12.488Z,192.168.157.162,,200,2023-01-19T13:07:12.506Z,tags=skin%2Csport%2Cblue%2Cblue&page=1&size=100
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6165,GET,/catalogue,2023-01-19T13:07:12.183Z,192.168.157.162,,200,2023-01-19T13:07:12.195Z,tags=green%2Caction%2Cskin%2Cred%2Caction%2Cskin%2Cred%2Cformal%2Cred%2Caction%2Cblue&page=1&size=100
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6164,GET,/catalogue,2023-01-19T13:07:10.456Z,192.168.157.162,,200,2023-01-19T13:07:10.466Z,tags=&page=1&size=100
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6163,GET,/catalogue,2023-01-19T13:07:07.619Z,192.168.157.162,,200,2023-01-19T13:07:07.693Z,tags=formal%2Cblack%2Cskin%2Cgeek%2Cformal%2Cmagic%2Cformal%2Cmagic%2Caction%2Csport%2Cbrown&page=1&size=100
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6162,GET,/catalogue,2023-01-19T13:07:02.717Z,192.168.157.162,,200,2023-01-19T13:07:02.727Z,tags=&page=1&size=100
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",4,INTERNAL,10.96.105.147,80,False,False,carts.sock-shop,6161,POST,/carts/hrMSd9h1b3XgDefNtiWJdOsjhyBIOVbk/items,2023-01-19T13:06:59.600Z,192.168.157.162,,201,2023-01-19T13:06:59.731Z,
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6159,GET,/catalogue,2023-01-19T13:06:59.472Z,192.168.157.162,,200,2023-01-19T13:06:59.642Z,tags=formal%2Cblue%2Cgreen%2Csport%2Cgreen%2Caction%2Cgreen%2Cbrown%2Cblack&page=1&size=100
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6160,GET,/catalogue/510a0d7e-8e83-4193-b483-e27e09ddc34d,2023-01-19T13:06:59.464Z,192.168.157.162,,200,2023-01-19T13:06:59.642Z,
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",4,INTERNAL,10.96.105.147,80,False,False,carts.sock-shop,6158,POST,/carts/hrMSd9h1b3XgDefNtiWJdOsjhyBIOVbk/items,2023-01-19T13:06:54.918Z,192.168.157.162,,201,2023-01-19T13:06:55.056Z,
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6157,GET,/catalogue,2023-01-19T13:06:54.579Z,192.168.157.162,,200,2023-01-19T13:06:54.946Z,tags=black%2Cred%2Cgeek%2Cred&page=1&size=100
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6156,GET,/catalogue/819e1fbf-8b7e-4f6d-811f-693534916a8b,2023-01-19T13:06:54.798Z,192.168.157.162,,200,2023-01-19T13:06:54.946Z,
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6155,GET,/catalogue,2023-01-19T13:06:49.941Z,192.168.157.162,,200,2023-01-19T13:06:49.946Z,tags=formal%2Cmagic%2Cskin%2Cmagic&page=1&size=100
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6154,GET,/catalogue,2023-01-19T13:06:49.727Z,192.168.157.162,,200,2023-01-19T13:06:49.797Z,tags=magic%2Cbrown%2Caction%2Cformal%2Cmagic%2Cgreen%2Cbrown%2Cskin%2Cgreen%2Csport&page=1&size=100
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6153,GET,/catalogue,2023-01-19T13:06:48.356Z,192.168.157.162,,200,2023-01-19T13:06:48.399Z,tags=blue%2Cskin%2Cformal%2Csport%2Caction%2Cblack%2Cgeek&page=1&size=100
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",4,INTERNAL,10.96.105.147,80,False,False,carts.sock-shop,6152,POST,/carts/hrMSd9h1b3XgDefNtiWJdOsjhyBIOVbk/items,2023-01-19T13:06:48.328Z,192.168.157.162,,201,2023-01-19T13:06:48.348Z,
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6151,GET,/catalogue/819e1fbf-8b7e-4f6d-811f-693534916a8b,2023-01-19T13:06:48.320Z,192.168.157.162,,200,2023-01-19T13:06:48.338Z,
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6150,GET,/catalogue,2023-01-19T13:06:46.822Z,192.168.157.162,,200,2023-01-19T13:06:46.830Z,tags=green%2Cbrown%2Cmagic%2Cmagic%2Cgreen%2Cmagic%2Cgreen%2Cblue%2Cgeek&page=1&size=100
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",5,INTERNAL,10.96.196.111,80,False,False,catalogue.sock-shop,6149,GET,/catalogue,2023-01-19T13:06:45.626Z,192.168.157.162,,200,2023-01-19T13:06:45.760Z,tags=black&page=1&size=100
"[{'alert': 'ALERT', 'moduleName': 'traceanalyzer', 'reason': 'ALERT_WARN'}]",4,INTERNAL,10.96.105.147,80,False,False,carts.sock-shop,6148,POST,/carts/hrMSd9h1b3XgDefNtiWJdOsjhyBIOVbk/items,2023-01-19T13:06:45.448Z,192.168.157.162,,201,2023-01-19T13:06:45.528Z,
